Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2019-6-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91104,23,35,12,17,38,4,4,33,NORMAL
2018-10-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91875,15,12,8,43,25,34,18,14,REABASTECER
2019-11-24,Higienópolis-Mackenzie,-23.5488,-46.6519,89803,86,20,43,14,7,8,32,17,NORMAL
2018-11-30,Higienópolis-Mackenzie,-23.5488,-46.6519,93014,15,41,16,43,43,30,7,16,NORMAL
2019-12-24,Higienópolis-Mackenzie,-23.5488,-46.6519,92646,62,54,36,4,22,11,40,17,NORMAL
2019-1-28,Higienópolis-Mackenzie,-23.5488,-46.6519,91167,55,12,12,9,4,22,24,43,REABASTECER
2018-9-12,Fradique Coutinho,-23.5661,-46.6841,33953,74,65,36,18,9,42,24,17,NORMAL
2019-1-4,Fradique Coutinho,-23.5661,-46.6841,36115,86,47,36,32,40,21,12,43,NORMAL
2019-2-21,Fradique Coutinho,-23.5661,-46.6841,35001,22,43,30,8,24,4,36,21,REABASTECER
2019-3-18,Fradique Coutinho,-23.5661,-46.6841,35314,12,5,36,10,7,20,3,12,NORMAL
2019-6-19,Fradique Coutinho,-23.5661,-46.6841,33897,79,27,33,38,28,33,30,43,NORMAL
2018-7-1,Luz,-23.5365,-46.6332,125049,23,34,55,11,27,20,16,43,NORMAL
2019-8-27,Fradique Coutinho,-23.5661,-46.6841,33568,31,38,47,20,28,2,17,19,REABASTECER
2018-7-22,Luz,-23.5365,-46.6332,124737,86,48,23,28,43,32,22,43,NORMAL
2018-6-29,Fradique Coutinho,-23.5661,-46.6841,35609,76,32,0,32,9,15,29,43,REABASTECER
2019-10-10,Fradique Coutinho,-23.5661,-46.6841,35292,41,55,18,27,25,7,28,24,NORMAL
2018-8-3,Fradique Coutinho,-23.5661,-46.6841,33899,8,33,44,5,36,38,18,36,REABASTECER
2018-5-17,Luz,-23.5365,-46.6332,127377,13,11,39,16,6,15,10,9,REABASTECER
2019-5-26,Luz,-23.5365,-46.6332,127097,40,12,65,37,7,4,35,16,NORMAL
2019-12-7,Fradique Coutinho,-23.5661,-46.6841,33244,67,58,14,10,28,40,22,12,NORMAL
2018-2-7,Ana Rosa,-23.5813,-46.6383,67350,86,45,13,17,20,14,20,38,NORMAL
2019-3-22,Luz,-23.5365,-46.6332,125130,46,40,27,20,37,33,36,28,NORMAL
2019-3-25,Luz,-23.5365,-46.6332,127595,18,18,4,13,24,26,24,15,REABASTECER
2018-1-30,Luz,-23.5365,-46.6332,125421,47,6,61,9,43,34,7,2,REABASTECER
2019-9-19,Luz,-23.5365,-46.6332,126695,77,39,1,19,17,30,16,10,REABASTECER
2018-9-10,Ana Rosa,-23.5813,-46.6383,64674,8,44,7,13,43,11,16,41,NORMAL
2019-10-24,Luz,-23.5365,-46.6332,125564,64,27,36,41,37,43,9,34,NORMAL
2018-10-13,Ana Rosa,-23.5813,-46.6383,64696,48,53,14,43,26,12,24,34,NORMAL
2018-12-10,Ana Rosa,-23.5813,-46.6383,66586,22,4,1,24,37,5,25,32,REABASTECER
2018-1-18,Ana Rosa,-23.5813,-46.6383,64392,5,24,7,36,14,37,7,20,NORMAL
2018-11-27,Luz,-23.5365,-46.6332,125206,42,56,49,12,19,27,40,33,NORMAL
2019-2-16,Ana Rosa,-23.5813,-46.6383,65455,67,65,20,36,25,43,26,19,NORMAL
2019-3-25,Ana Rosa,-23.5813,-46.6383,65602,39,26,29,43,38,29,37,43,NORMAL
2019-6-24,Ana Rosa,-23.5813,-46.6383,64995,46,49,51,35,33,37,19,17,NORMAL
2019-6-27,Ana Rosa,-23.5813,-46.6383,65178,14,39,25,24,20,30,7,7,NORMAL
2019-8-26,Ana Rosa,-23.5813,-46.6383,67481,54,40,15,7,8,28,32,13,NORMAL
2019-7-30,Luz,-23.5365,-46.6332,127861,27,19,45,24,3,15,26,9,REABASTECER
2018-12-15,Ana Rosa,-23.5813,-46.6383,65955,55,37,36,7,13,32,10,13,NORMAL
2019-9-8,Luz,-23.5365,-46.6332,126058,13,26,13,25,20,19,9,19,NORMAL
2018-2-24,São Joaquim,-23.5618,-46.6389,35732,86,4,65,14,1,33,5,17,REABASTECER
2018-9-23,São Joaquim,-23.5618,-46.6389,35906,86,57,47,10,33,8,8,11,NORMAL
2018-11-5,Ana Rosa,-23.5813,-46.6383,64639,0,57,55,27,16,12,25,41,REABASTECER
2018-5-16,São Joaquim,-23.5618,-46.6389,33847,61,9,56,5,17,14,25,35,REABASTECER
2018-6-28,São Joaquim,-23.5618,-46.6389,35455,79,53,43,31,25,12,38,17,NORMAL
2018-8-2,São Joaquim,-23.5618,-46.6389,35696,11,31,15,8,29,23,33,29,NORMAL
2018-11-21,São Joaquim,-23.5618,-46.6389,36427,9,45,36,4,34,28,27,35,REABASTECER
2019-8-16,Ana Rosa,-23.5813,-46.6383,64362,63,32,19,37,43,7,31,14,NORMAL
2018-3-3,São Judas,-23.6255,-46.6411,14589,86,36,49,43,6,25,37,27,REABASTECER
2018-2-22,São Joaquim,-23.5618,-46.6389,34136,13,16,11,16,12,43,13,27,NORMAL
2018-4-17,São Joaquim,-23.5618,-46.6389,34533,8,9,46,31,6,34,5,15,NORMAL
2018-6-12,São Joaquim,-23.5618,-46.6389,34689,51,31,10,23,36,28,8,33,NORMAL
2018-10-22,São Joaquim,-23.5618,-46.6389,34313,38,23,48,29,35,29,12,24,NORMAL
2018-3-15,São Judas,-23.6255,-46.6411,16258,62,38,36,15,43,21,29,25,NORMAL
2019-5-2,São Joaquim,-23.5618,-46.6389,34074,66,18,29,15,27,19,24,22,NORMAL
2018-11-1,São Judas,-23.6255,-46.6411,15004,17,9,41,43,21,8,43,14,REABASTECER
2019-11-9,São Judas,-23.6255,-46.6411,15120,56,49,2,20,26,35,24,24,REABASTECER
2019-8-4,São Joaquim,-23.5618,-46.6389,34407,46,56,26,25,6,29,26,2,REABASTECER
2018-1-2,Vila Mariana,-23.5895,-46.6346,21306,78,55,60,39,38,37,39,41,NORMAL
2018-1-14,Vila Mariana,-23.5895,-46.6346,24416,46,55,34,14,36,7,40,28,NORMAL
2018-5-10,Tatuapé,-23.5402,-46.5765,70032,42,41,5,18,29,43,23,30,REABASTECER
2018-7-10,Tatuapé,-23.5402,-46.5765,68261,61,65,17,33,39,39,43,15,NORMAL
2019-2-21,Tatuapé,-23.5402,-46.5765,67912,62,46,1,16,43,8,14,11,NORMAL
2018-4-20,Tatuapé,-23.5402,-46.5765,69373,45,28,11,7,33,26,11,25,NORMAL
2018-6-7,República,-23.5436,-46.6434,110492,24,17,61,29,22,9,43,17,NORMAL
2019-9-2,Tatuapé,-23.5402,-46.5765,67491,14,14,59,39,34,18,28,29,NORMAL
2018-12-1,Tatuapé,-23.5402,-46.5765,69624,70,28,26,16,21,14,19,13,NORMAL
2019-1-1,Tatuapé,-23.5402,-46.5765,70396,50,31,3,37,31,4,31,37,REABASTECER
2019-6-10,Tatuapé,-23.5402,-46.5765,68064,15,45,37,10,18,19,43,3,REABASTECER
2019-5-7,República,-23.5436,-46.6434,110445,86,21,65,43,28,18,5,31,NORMAL
2019-6-3,República,-23.5436,-46.6434,109541,86,65,15,43,43,4,30,12,REABASTECER
2019-5-12,República,-23.5436,-46.6434,108978,38,51,32,21,43,4,32,15,NORMAL
2018-7-1,República,-23.5436,-46.6434,110186,45,51,31,7,14,14,34,8,NORMAL
2018-8-14,República,-23.5436,-46.6434,109897,43,36,52,16,43,9,27,18,NORMAL
2018-12-7,República,-23.5436,-46.6434,109595,75,55,30,10,27,31,9,26,NORMAL
2019-12-20,República,-23.5436,-46.6434,110917,69,46,26,21,35,5,19,8,REABASTECER
2019-1-6,Higienópolis-Mackenzie,-23.5488,-46.6519,92989,17,65,31,43,17,34,24,40,NORMAL
2018-3-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92071,74,20,33,43,23,16,14,10,NORMAL
2019-6-2,República,-23.5436,-46.6434,107672,11,9,23,4,5,10,33,15,REABASTECER
2019-3-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91518,31,29,40,43,31,6,20,32,REABASTECER
2018-9-6,Higienópolis-Mackenzie,-23.5488,-46.6519,93365,67,46,20,43,43,4,5,30,REABASTECER
2018-6-6,Higienópolis-Mackenzie,-23.5488,-46.6519,90335,86,14,36,14,18,28,43,7,NORMAL
2018-7-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92205,62,57,61,31,43,19,43,35,NORMAL
2019-10-11,Higienópolis-Mackenzie,-23.5488,-46.6519,93206,77,65,21,26,13,16,39,23,NORMAL
2018-10-7,Faria Lima,-23.5675,-46.6929,51464,23,61,36,19,24,21,34,4,REABASTECER
2019-3-12,Higienópolis-Mackenzie,-23.5488,-46.6519,91016,66,29,53,39,33,43,23,43,NORMAL
2019-2-30,Faria Lima,-23.5675,-46.6929,53455,19,56,11,21,7,5,24,5,REABASTECER
2019-3-10,Faria Lima,-23.5675,-46.6929,54487,6,65,15,26,7,8,28,15,REABASTECER
2018-6-28,Faria Lima,-23.5675,-46.6929,54748,31,33,65,8,39,21,19,22,NORMAL
2019-7-1,Higienópolis-Mackenzie,-23.5488,-46.6519,93132,13,65,22,23,13,43,17,12,NORMAL
2019-6-9,Faria Lima,-23.5675,-46.6929,51948,38,49,28,36,43,26,38,6,REABASTECER
2019-9-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90007,50,46,65,5,24,40,7,37,REABASTECER
2018-10-14,Faria Lima,-23.5675,-46.6929,51565,32,14,47,37,39,5,8,22,NORMAL
2018-12-3,Faria Lima,-23.5675,-46.6929,51158,86,50,37,24,8,27,30,9,NORMAL
2019-5-15,Faria Lima,-23.5675,-46.6929,53169,23,51,56,32,5,14,38,14,REABASTECER
2019-6-7,Faria Lima,-23.5675,-46.6929,54715,53,56,43,43,7,31,2,13,REABASTECER
2018-5-14,Pinheiros,-23.5664,-46.703,79172,69,60,5,37,15,9,11,10,REABASTECER
2019-9-5,Faria Lima,-23.5675,-46.6929,52013,73,30,19,43,25,43,7,38,NORMAL
2018-9-15,Faria Lima,-23.5675,-46.6929,53002,66,52,55,42,20,11,41,10,NORMAL
2018-9-21,Faria Lima,-23.5675,-46.6929,54766,1,20,15,34,39,32,20,28,REABASTECER
2019-1-18,Pinheiros,-23.5664,-46.703,77652,77,38,65,28,14,12,38,37,NORMAL
2019-4-10,Faria Lima,-23.5675,-46.6929,53247,78,6,52,4,12,43,43,26,REABASTECER
2018-7-18,Pinheiros,-23.5664,-46.703,77379,59,41,37,28,29,30,30,5,REABASTECER
2019-11-29,Faria Lima,-23.5675,-46.6929,52792,74,11,39,23,27,29,3,41,NORMAL
2019-6-29,Pinheiros,-23.5664,-46.703,79584,64,50,37,28,43,6,4,43,NORMAL
2019-8-11,Higienópolis-Mackenzie,-23.5488,-46.6519,92908,45,47,61,23,28,18,11,39,NORMAL
2019-12-16,República,-23.5436,-46.6434,110556,24,11,56,40,9,17,34,25,NORMAL
2019-10-26,Higienópolis-Mackenzie,-23.5488,-46.6519,91740,16,51,45,27,36,23,21,6,REABASTECER
2018-3-23,Higienópolis-Mackenzie,-23.5488,-46.6519,93057,45,16,22,13,17,32,11,7,NORMAL
2018-2-22,Faria Lima,-23.5675,-46.6929,52947,33,37,41,21,40,19,43,23,NORMAL
2018-3-1,Faria Lima,-23.5675,-46.6929,52368,18,53,49,29,1,30,12,30,REABASTECER
2018-5-3,Faria Lima,-23.5675,-46.6929,51130,20,23,4,28,29,22,22,24,REABASTECER
2018-7-15,Faria Lima,-23.5675,-46.6929,54035,39,65,14,6,15,18,41,43,REABASTECER
2018-10-8,Higienópolis-Mackenzie,-23.5488,-46.6519,91635,75,50,53,22,43,17,43,38,NORMAL
2018-12-7,Faria Lima,-23.5675,-46.6929,51221,42,24,12,15,37,15,16,33,NORMAL
2018-5-21,Faria Lima,-23.5675,-46.6929,53526,28,42,65,6,7,43,36,33,NORMAL
2018-6-30,Faria Lima,-23.5675,-46.6929,51174,9,26,57,4,32,18,15,16,REABASTECER
2019-10-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92593,47,2,65,39,1,29,36,18,REABASTECER
2018-3-4,Pinheiros,-23.5664,-46.703,76875,55,12,22,12,12,29,35,19,NORMAL
2019-11-17,Faria Lima,-23.5675,-46.6929,53593,5,28,65,26,37,25,14,43,NORMAL
2018-1-25,Pinheiros,-23.5664,-46.703,77770,10,47,31,8,37,28,25,4,REABASTECER
2019-4-3,Pinheiros,-23.5664,-46.703,76280,66,4,59,19,33,16,40,11,NORMAL
2018-9-14,Pinheiros,-23.5664,-46.703,77060,12,20,65,25,20,29,21,34,REABASTECER
2019-8-3,Pinheiros,-23.5664,-46.703,77628,86,20,65,36,31,11,37,43,NORMAL
2018-10-1,Pinheiros,-23.5664,-46.703,79283,21,40,24,22,43,43,6,7,REABASTECER
2018-10-17,Pinheiros,-23.5664,-46.703,76638,40,65,36,5,34,35,31,43,REABASTECER
2019-9-8,Pinheiros,-23.5664,-46.703,77986,16,58,17,43,14,8,35,31,NORMAL
2019-11-29,Pinheiros,-23.5664,-46.703,78537,51,22,46,43,17,27,13,30,NORMAL
2019-4-20,Pinheiros,-23.5664,-46.703,78070,55,56,65,9,16,15,21,24,NORMAL
2019-6-6,Pinheiros,-23.5664,-46.703,79833,24,41,2,9,15,8,6,6,NORMAL
2018-8-17,Pinheiros,-23.5664,-46.703,79211,22,65,38,29,43,25,38,13,NORMAL
2018-9-24,Pinheiros,-23.5664,-46.703,79625,8,21,65,38,24,30,27,29,REABASTECER
2019-11-26,Pinheiros,-23.5664,-46.703,78328,74,43,0,10,29,39,27,37,REABASTECER
2018-2-13,Butantã,-23.5844,-46.7252,65172,24,8,38,4,24,22,11,43,NORMAL
2018-6-17,Butantã,-23.5844,-46.7252,65707,29,29,58,14,26,14,13,11,NORMAL
2019-9-7,Pinheiros,-23.5664,-46.703,79764,26,60,25,2,18,14,38,37,REABASTECER
2019-10-27,Pinheiros,-23.5664,-46.703,79607,77,21,12,7,35,43,6,19,REABASTECER
2019-1-15,Butantã,-23.5844,-46.7252,66160,18,47,24,6,8,17,13,13,REABASTECER
2018-7-28,Fradique Coutinho,-23.5661,-46.6841,36842,61,65,15,22,14,16,38,11,NORMAL
2018-1-10,Fradique Coutinho,-23.5661,-46.6841,33449,5,65,65,23,6,10,3,12,REABASTECER
2018-11-27,Butantã,-23.5844,-46.7252,65637,57,48,28,41,35,32,29,9,NORMAL
2018-2-27,Fradique Coutinho,-23.5661,-46.6841,35960,53,40,65,25,27,14,33,10,NORMAL
2019-4-1,Butantã,-23.5844,-46.7252,66716,77,47,26,32,36,12,34,6,REABASTECER
2018-7-25,Fradique Coutinho,-23.5661,-46.6841,35333,86,19,30,32,31,31,6,22,REABASTECER
2019-8-15,Butantã,-23.5844,-46.7252,66155,73,20,65,24,11,35,43,22,NORMAL
2019-10-28,Fradique Coutinho,-23.5661,-46.6841,33376,16,33,18,8,4,28,8,43,NORMAL
2019-11-3,Butantã,-23.5844,-46.7252,66492,2,29,61,31,18,35,29,15,REABASTECER
2018-1-27,Luz,-23.5365,-46.6332,124138,79,29,14,10,12,6,21,14,REABASTECER
2018-1-29,Fradique Coutinho,-23.5661,-46.6841,33318,77,7,65,43,15,25,11,22,NORMAL
2018-4-13,Luz,-23.5365,-46.6332,127629,1,26,22,32,37,14,15,26,NORMAL
2018-7-12,Luz,-23.5365,-46.6332,126987,6,33,40,10,36,29,23,43,REABASTECER
2019-9-5,Fradique Coutinho,-23.5661,-46.6841,33163,37,57,52,43,37,23,29,30,NORMAL
2018-1-30,Brás,-23.5451,-46.6162,72595,50,28,56,43,18,43,10,6,REABASTECER
2018-2-15,Brás,-23.5451,-46.6162,71120,74,15,19,43,6,27,33,22,NORMAL
2018-11-4,Sé,-23.55,-46.6333,191826,76,55,36,43,23,8,36,24,NORMAL
2018-6-25,Brás,-23.5451,-46.6162,74491,37,9,52,10,13,28,14,20,REABASTECER
2018-8-10,Brás,-23.5451,-46.6162,73605,13,42,27,2,43,24,20,30,REABASTECER
2019-12-1,Sé,-23.55,-46.6333,194652,67,50,11,43,19,30,20,30,NORMAL
2019-4-1,Brás,-23.5451,-46.6162,71192,54,37,37,16,36,10,16,10,NORMAL
2019-6-7,Brás,-23.5451,-46.6162,73175,11,36,37,13,18,15,37,3,NORMAL
2018-1-22,Brás,-23.5451,-46.6162,72956,45,18,45,19,43,16,40,43,NORMAL
2018-2-25,Brás,-23.5451,-46.6162,71177,53,33,10,10,1,35,34,25,REABASTECER
2018-12-14,Brás,-23.5451,-46.6162,72490,86,43,55,30,36,43,19,31,NORMAL
2019-1-9,Brás,-23.5451,-46.6162,73876,19,9,9,32,19,38,43,17,REABASTECER
2019-1-28,Brás,-23.5451,-46.6162,73123,74,22,8,23,28,29,10,27,NORMAL
2019-5-14,Brás,-23.5451,-46.6162,70991,51,58,65,2,17,41,41,16,REABASTECER
2019-5-20,Brás,-23.5451,-46.6162,73547,86,26,20,30,35,24,15,27,NORMAL
2019-6-19,Brás,-23.5451,-46.6162,74183,55,18,16,19,8,29,40,3,NORMAL
2018-10-1,Brás,-23.5451,-46.6162,71089,24,38,25,26,43,20,27,37,NORMAL
2018-8-14,Barra Funda,-23.5542,-46.6707,148690,46,38,15,8,29,24,43,8,NORMAL
2018-10-26,Barra Funda,-23.5542,-46.6707,148728,58,51,10,17,4,37,19,43,NORMAL
2019-4-11,Brás,-23.5451,-46.6162,71905,36,36,28,22,26,19,17,20,NORMAL
2018-12-4,Barra Funda,-23.5542,-46.6707,147582,26,32,6,23,26,42,31,20,REABASTECER
2018-12-7,Barra Funda,-23.5542,-46.6707,148585,86,17,57,17,17,35,19,10,NORMAL
2019-12-20,Barra Funda,-23.5542,-46.6707,150441,55,59,65,8,25,12,33,31,NORMAL
2018-5-18,Tatuapé,-23.5402,-46.5765,70986,55,56,15,35,37,25,34,33,NORMAL
2019-8-27,Barra Funda,-23.5542,-46.6707,149470,86,10,16,21,17,6,43,37,REABASTECER
2019-1-19,Barra Funda,-23.5542,-46.6707,148215,19,30,21,21,12,36,17,28,NORMAL
2019-2-17,Barra Funda,-23.5542,-46.6707,150733,11,65,20,10,22,42,30,30,REABASTECER
2018-5-17,Vila Mariana,-23.5895,-46.6346,23011,76,12,40,15,41,41,34,43,NORMAL
2018-2-28,São Judas,-23.6255,-46.6411,17396,44,9,18,18,23,43,18,5,NORMAL
2019-11-2,Vila Mariana,-23.5895,-46.6346,21421,46,18,50,6,8,5,15,39,REABASTECER
2018-11-19,Vila Mariana,-23.5895,-46.6346,22040,14,27,53,34,29,23,29,38,NORMAL
2019-6-10,São Judas,-23.6255,-46.6411,13810,54,35,55,43,37,19,17,30,NORMAL
2019-2-23,Vila Mariana,-23.5895,-46.6346,21951,75,35,65,35,38,14,39,18,NORMAL
2019-10-1,São Judas,-23.6255,-46.6411,17044,5,27,10,43,9,6,2,9,NORMAL
2018-4-29,Brooklin,-23.6263,-46.6878,28897,86,58,56,16,8,39,12,3,NORMAL
2018-1-4,Vila Mariana,-23.5895,-46.6346,24256,57,46,44,37,30,36,31,33,NORMAL
2018-6-26,Brooklin,-23.6263,-46.6878,28330,53,24,56,43,34,30,26,38,NORMAL
2018-8-20,Brooklin,-23.6263,-46.6878,30030,37,19,65,13,38,4,22,33,NORMAL
2018-1-10,Brooklin,-23.6263,-46.6878,29875,86,6,55,5,9,6,8,11,REABASTECER
2018-10-26,Vila Mariana,-23.5895,-46.6346,23147,57,29,25,2,34,16,37,5,REABASTECER
2018-5-7,Brooklin,-23.6263,-46.6878,28295,12,11,65,31,19,11,19,13,REABASTECER
2019-1-17,Vila Mariana,-23.5895,-46.6346,24663,61,50,44,43,19,15,11,38,NORMAL
2018-9-18,Brooklin,-23.6263,-46.6878,27262,24,42,56,14,16,11,29,7,NORMAL
2018-11-7,Brooklin,-23.6263,-46.6878,27154,74,46,39,25,29,30,9,11,NORMAL
2019-1-18,Brooklin,-23.6263,-46.6878,26263,66,24,1,31,43,43,19,21,REABASTECER
2019-10-13,Vila Mariana,-23.5895,-46.6346,23225,73,62,36,21,43,19,10,35,NORMAL
2019-9-8,Brooklin,-23.6263,-46.6878,28425,37,65,65,43,40,14,28,16,NORMAL
2019-1-21,Campo Belo,-23.6188,-46.6823,26442,19,33,29,7,25,33,6,43,REABASTECER
2018-2-25,Campo Belo,-23.6188,-46.6823,23823,66,36,51,6,11,15,32,8,NORMAL
2019-5-14,Campo Belo,-23.6188,-46.6823,25185,33,23,43,11,6,35,32,32,NORMAL
2018-8-19,Campo Belo,-23.6188,-46.6823,24994,86,45,58,13,7,37,11,2,REABASTECER
2018-8-23,Campo Belo,-23.6188,-46.6823,26462,39,24,28,40,33,27,41,31,NORMAL
2019-10-4,Campo Belo,-23.6188,-46.6823,25422,77,26,65,2,8,17,33,2,REABASTECER
2018-1-11,Higienópolis-Mackenzie,-23.5488,-46.6519,92296,77,65,59,14,43,12,6,43,NORMAL
2018-1-12,Higienópolis-Mackenzie,-23.5488,-46.6519,90947,65,63,49,10,41,11,43,39,NORMAL
2018-10-4,República,-23.5436,-46.6434,107075,86,47,46,26,28,15,15,14,NORMAL
2019-1-3,República,-23.5436,-46.6434,109193,86,42,65,3,7,22,32,43,REABASTECER
2018-10-18,Higienópolis-Mackenzie,-23.5488,-46.6519,91877,61,54,44,32,8,23,3,43,REABASTECER
2019-1-22,Higienópolis-Mackenzie,-23.5488,-46.6519,90145,35,44,60,34,32,39,7,18,NORMAL
2018-5-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90651,2,65,33,43,11,21,35,36,REABASTECER
2019-10-21,República,-23.5436,-46.6434,107475,17,44,65,18,39,43,34,40,NORMAL
2019-11-3,República,-23.5436,-46.6434,107932,79,44,45,24,43,18,36,36,NORMAL
2019-12-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90255,30,18,10,21,43,26,26,38,NORMAL
2019-2-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91794,19,58,4,27,5,38,21,7,NORMAL
2018-3-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90366,32,6,16,12,11,32,8,3,REABASTECER
2019-3-30,Higienópolis-Mackenzie,-23.5488,-46.6519,92099,56,55,65,26,9,32,39,10,NORMAL
2018-4-22,Faria Lima,-23.5675,-46.6929,53434,33,19,9,14,28,23,27,32,REABASTECER
2018-8-3,Higienópolis-Mackenzie,-23.5488,-46.6519,92963,32,49,55,7,43,27,43,34,NORMAL
2019-8-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90398,45,13,45,41,20,43,6,31,NORMAL
2018-2-3,Faria Lima,-23.5675,-46.6929,52963,49,13,34,43,29,41,40,9,NORMAL
2019-1-8,Faria Lima,-23.5675,-46.6929,54249,6,32,60,34,43,14,18,37,REABASTECER
2018-4-18,Faria Lima,-23.5675,-46.6929,51255,66,48,35,25,43,29,43,9,NORMAL
2019-4-14,Faria Lima,-23.5675,-46.6929,54843,39,48,25,35,38,29,28,15,NORMAL
2018-6-23,Faria Lima,-23.5675,-46.6929,54238,68,56,33,17,17,38,41,40,NORMAL
2019-5-26,Faria Lima,-23.5675,-46.6929,51398,86,48,55,42,41,21,43,9,NORMAL
2019-8-22,Higienópolis-Mackenzie,-23.5488,-46.6519,93103,25,65,50,35,24,29,10,38,NORMAL
2019-9-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92986,66,65,12,8,28,5,14,2,REABASTECER
2019-10-12,Faria Lima,-23.5675,-46.6929,52548,58,48,32,6,7,2,27,15,REABASTECER
2018-1-18,Faria Lima,-23.5675,-46.6929,53986,8,26,14,35,8,27,21,25,NORMAL
2019-12-18,Faria Lima,-23.5675,-46.6929,53586,55,22,35,18,39,16,18,9,NORMAL
2018-1-29,Pinheiros,-23.5664,-46.703,76922,53,21,65,39,21,17,7,33,NORMAL
2019-4-17,Faria Lima,-23.5675,-46.6929,52459,11,29,4,25,32,18,20,2,REABASTECER
2018-2-14,Pinheiros,-23.5664,-46.703,79999,86,61,35,38,7,13,31,23,NORMAL
2018-4-8,Faria Lima,-23.5675,-46.6929,54331,79,38,46,9,41,16,43,43,NORMAL
2018-7-5,Faria Lima,-23.5675,-46.6929,53706,53,65,23,30,13,6,35,40,REABASTECER
2019-9-9,Faria Lima,-23.5675,-46.6929,53192,36,10,57,31,10,24,33,23,NORMAL
2019-9-17,Faria Lima,-23.5675,-46.6929,53478,38,27,65,43,19,43,43,29,NORMAL
2018-12-14,Faria Lima,-23.5675,-46.6929,52119,68,54,30,33,13,40,26,6,REABASTECER
2019-4-14,Faria Lima,-23.5675,-46.6929,54843,39,48,25,35,38,29,28,15,NORMAL
2019-6-2,Pinheiros,-23.5664,-46.703,79241,65,63,29,22,29,20,23,17,NORMAL
2019-7-10,Faria Lima,-23.5675,-46.6929,52422,86,14,34,6,37,16,43,8,REABASTECER
2019-3-25,Pinheiros,-23.5664,-46.703,78026,50,43,51,4,21,12,31,35,NORMAL
2018-3-1,Butantã,-23.5844,-46.7252,65612,7,38,52,39,36,37,14,17,REABASTECER
2018-5-3,Butantã,-23.5844,-46.7252,65903,15,34,56,33,31,35,34,24,NORMAL
2018-8-8,Pinheiros,-23.5664,-46.703,78749,20,61,42,18,33,8,31,9,NORMAL
2018-12-20,Pinheiros,-23.5664,-46.703,78616,16,13,42,20,36,43,16,28,NORMAL
2019-1-26,Pinheiros,-23.5664,-46.703,76212,86,60,65,35,23,31,6,43,NORMAL
2018-6-29,Butantã,-23.5844,-46.7252,66699,86,12,46,23,25,24,8,1,REABASTECER
2018-7-28,Butantã,-23.5844,-46.7252,64103,69,33,65,6,32,21,33,21,REABASTECER
2019-8-8,Pinheiros,-23.5664,-46.703,78596,34,60,33,14,14,37,22,22,NORMAL
2019-8-9,Pinheiros,-23.5664,-46.703,77778,22,54,23,8,12,31,18,20,NORMAL
2019-10-21,Butantã,-23.5844,-46.7252,67981,39,23,4,16,22,36,40,19,NORMAL
2019-11-20,Pinheiros,-23.5664,-46.703,78322,45,14,52,28,12,17,8,28,NORMAL
2019-12-21,Pinheiros,-23.5664,-46.703,79575,86,25,17,25,8,43,1,14,NORMAL
2019-3-29,Butantã,-23.5844,-46.7252,65079,8,61,44,38,43,21,41,13,REABASTECER
2019-6-22,Butantã,-23.5844,-46.7252,64532,76,65,55,10,19,43,4,21,REABASTECER
2018-5-8,Fradique Coutinho,-23.5661,-46.6841,36723,45,46,24,17,33,19,43,3,NORMAL
2018-5-19,Butantã,-23.5844,-46.7252,64966,35,8,65,18,7,26,10,43,NORMAL
2018-3-6,Tatuapé,-23.5402,-46.5765,69703,36,58,55,36,3,13,36,38,REABASTECER
2019-1-1,Tatuapé,-23.5402,-46.5765,70396,50,31,3,37,31,4,31,37,REABASTECER
2019-3-7,Tatuapé,-23.5402,-46.5765,69465,64,12,29,9,18,6,43,31,REABASTECER
2018-1-11,Tatuapé,-23.5402,-46.5765,69935,73,59,65,27,43,10,5,9,NORMAL
2018-11-16,Tatuapé,-23.5402,-46.5765,68994,58,52,65,16,39,25,5,35,NORMAL
2019-9-21,Tatuapé,-23.5402,-46.5765,68438,17,18,65,33,43,19,30,35,NORMAL
2018-4-7,Tatuapé,-23.5402,-46.5765,69855,86,55,36,8,2,26,23,29,NORMAL
2018-4-19,Tatuapé,-23.5402,-46.5765,68516,54,38,21,10,37,26,17,29,NORMAL
2018-1-7,República,-23.5436,-46.6434,110539,33,21,24,26,16,24,21,19,NORMAL
2019-4-29,Tatuapé,-23.5402,-46.5765,68409,74,56,2,19,12,20,25,13,REABASTECER
